brand,model,issue_type,part_name,tier,price,labor,compatible_models,warranty,turnaround,source_hub
Samsung,Galaxy A54,Battery,Li-ion Battery,Premium (OEM),2250,400,,12 months,45 mins,Telipura Market
Samsung,Galaxy A54,Battery,Li-ion Battery,Standard (HQ),1250,400,,6 months,45 mins,Rahul Bazar
Samsung,Galaxy A54,Battery,Li-ion Battery,Compatible (Budget),700,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy A54,Charging port,USB/Charging Sub-board,Premium (OEM),1100,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy A54,Charging port,USB/Charging Sub-board,Standard (HQ),600,400,,6 months,1 hour,Telipura Market
Samsung,Galaxy A54,Charging port,USB/Charging Sub-board,Compatible (Budget),350,400,Universal Samsung family,1-3 months,1 hour,Rahul Bazar
Samsung,Galaxy A54,Back Glass,Rear Panel,Premium (OEM),1900,500,,12 months,2-3 hours,Rahul Bazar
Samsung,Galaxy A54,Back Glass,Rear Panel,Standard (HQ),1050,500,,6 months,2-3 hours,Rahul Bazar
Samsung,Galaxy A54,Back Glass,Rear Panel,Compatible (Budget),550,500,,,2-3 hours,Telipura Market
Samsung,Galaxy A54,Camera,Camera Module,Premium (OEM),4500,500,,12 months,1-2 hours,Dharampeth Hub
Samsung,Galaxy A54,Camera,Camera Module,Standard (HQ),2500,500,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy A54,Camera,Camera Module,Compatible (Budget),1350,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy A54,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),750,350,,12 months,45 mins,Dharampeth Hub
Samsung,Galaxy A54,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),400,350,,6 months,45 mins,Dharampeth Hub
Samsung,Galaxy A54,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),200,350,Universal Samsung family,1-3 months,45 mins,Dharampeth Hub
Samsung,Galaxy A54,Motherboard,Logic Board Repair,Premium (OEM),6000,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Samsung,Galaxy A54,Motherboard,Logic Board Repair,Standard (HQ),3300,2000,,6 months,1-2 days,Rahul Bazar
Samsung,Galaxy A54,Motherboard,Logic Board Repair,Compatible (Budget),1800,2000,,1-3 months,1-2 days,Rahul Bazar
Samsung,Galaxy A54,Buttons/Flex,Power/Volume Flex,Premium (OEM),750,350,,12 months,1 hour,Telipura Market
Samsung,Galaxy A54,Buttons/Flex,Power/Volume Flex,Standard (HQ),400,350,,6 months,1 hour,Dharampeth Hub
Samsung,Galaxy A54,Buttons/Flex,Power/Volume Flex,Compatible (Budget),200,350,Universal Samsung family,1-3 months,1 hour,Rahul Bazar
Samsung,Galaxy A54,Water damage,Water Damage Service,Premium (OEM),1500,1000,,Testing Only,5-6 hours,Telipura Market
Samsung,Galaxy A54,Water damage,Water Damage Service,Standard (HQ),850,1000,,Testing Only,5-6 hours,Dharampeth Hub
Samsung,Galaxy A54,Water damage,Water Damage Service,Compatible (Budget),450,1000,,,5-6 hours,Telipura Market
Samsung,Galaxy M33,Screen,Display Assembly,Premium (OEM),4500,800,,12 months,1-2 hours,Telipura Market
Samsung,Galaxy M33,Screen,Display Assembly,Standard (HQ),2500,800,,6 months,1-2 hours,Rahul Bazar
Samsung,Galaxy M33,Screen,Display Assembly,Compatible (Budget),1350,800,,1 month,1-2 hours,Rahul Bazar
Samsung,Galaxy M33,Battery,Li-ion Battery,Premium (OEM),1350,400,,12 months,45 mins,Rahul Bazar
Samsung,Galaxy M33,Battery,Li-ion Battery,Standard (HQ),750,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M33,Battery,Li-ion Battery,Compatible (Budget),400,400,,1-3 months,45 mins,Rahul Bazar
Samsung,Galaxy M33,Charging port,USB/Charging Sub-board,Premium (OEM),700,400,,12 months,1 hour,Dharampeth Hub
Samsung,Galaxy M33,Charging port,USB/Charging Sub-board,Standard (HQ),350,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M33,Charging port,USB/Charging Sub-board,Compatible (Budget),200,400,Universal Samsung family,1-3 months,1 hour,Dharampeth Hub
Samsung,Galaxy M33,Back Glass,Rear Panel,Premium (OEM),1100,500,,12 months,2-3 hours,Rahul Bazar
Samsung,Galaxy M33,Back Glass,Rear Panel,Standard (HQ),600,500,,6 months,2-3 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M33,Back Glass,Rear Panel,Compatible (Budget),350,500,,,2-3 hours,Rahul Bazar
Samsung,Galaxy M33,Camera,Camera Module,Premium (OEM),2700,500,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M33,Camera,Camera Module,Standard (HQ),1500,500,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy M33,Camera,Camera Module,Compatible (Budget),800,500,,1-3 months,1-2 hours,Dharampeth Hub
Samsung,Galaxy M33,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),450,350,,12 months,45 mins,Rahul Bazar
Samsung,Galaxy M33,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),250,350,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M33,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),150,350,Universal Samsung family,1-3 months,45 mins,Rahul Bazar
Samsung,Galaxy M33,Motherboard,Logic Board Repair,Premium (OEM),3600,2000,,12 months,1-2 days,Telipura Market
Samsung,Galaxy M33,Motherboard,Logic Board Repair,Standard (HQ),2000,2000,,6 months,1-2 days,Telipura Market
Samsung,Galaxy M33,Motherboard,Logic Board Repair,Compatible (Budget),1100,2000,,1-3 months,1-2 days,Telipura Market
Samsung,Galaxy M33,Buttons/Flex,Power/Volume Flex,Premium (OEM),450,350,,12 months,1 hour,Rahul Bazar
Samsung,Galaxy M33,Buttons/Flex,Power/Volume Flex,Standard (HQ),250,350,,6 months,1 hour,Dharampeth Hub
Samsung,Galaxy M33,Buttons/Flex,Power/Volume Flex,Compatible (Budget),150,350,Universal Samsung family,1-3 months,1 hour,Telipura Market
Samsung,Galaxy M33,Water damage,Water Damage Service,Premium (OEM),900,1000,,Testing Only,5-6 hours,Telipura Market
Samsung,Galaxy M33,Water damage,Water Damage Service,Standard (HQ),500,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M33,Water damage,Water Damage Service,Compatible (Budget),250,1000,,,5-6 hours,Rahul Bazar
OnePlus,OnePlus 11R,Screen,Display Assembly,Premium (OEM),12500,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 11R,Screen,Display Assembly,Standard (HQ),6900,800,,6 months,1-2 hours,Dharampeth Hub
OnePlus,OnePlus 11R,Screen,Display Assembly,Compatible (Budget),3750,800,,1 month,1-2 hours,Telipura Market
OnePlus,OnePlus 11R,Battery,Li-ion Battery,Premium (OEM),3750,400,,12 months,45 mins,Dharampeth Hub
OnePlus,OnePlus 11R,Battery,Li-ion Battery,Standard (HQ),2050,400,,6 months,45 mins,Telipura Market
OnePlus,OnePlus 11R,Battery,Li-ion Battery,Compatible (Budget),1100,400,,1-3 months,45 mins,Dharampeth Hub
OnePlus,OnePlus 11R,Charging port,USB/Charging Sub-board,Premium (OEM),1900,400,,12 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 11R,Charging port,USB/Charging Sub-board,Standard (HQ),1050,400,,6 months,1 hour,Rahul Bazar
OnePlus,OnePlus 11R,Charging port,USB/Charging Sub-board,Compatible (Budget),550,400,Universal OnePlus family,1-3 months,1 hour,Rahul Bazar
OnePlus,OnePlus 11R,Back Glass,Rear Panel,Premium (OEM),3100,500,,12 months,2-3 hours,Telipura Market
OnePlus,OnePlus 11R,Back Glass,Rear Panel,Standard (HQ),1700,500,,6 months,2-3 hours,Rahul Bazar
OnePlus,OnePlus 11R,Back Glass,Rear Panel,Compatible (Budget),950,500,,,2-3 hours,Rahul Bazar
OnePlus,OnePlus 11R,Camera,Camera Module,Premium (OEM),7500,500,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 11R,Camera,Camera Module,Standard (HQ),4100,500,,6 months,1-2 hours,Telipura Market
OnePlus,OnePlus 11R,Camera,Camera Module,Compatible (Budget),2250,500,,1-3 months,1-2 hours,Telipura Market
OnePlus,OnePlus 11R,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),1250,350,,12 months,45 mins,Rahul Bazar
OnePlus,OnePlus 11R,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),700,350,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus 11R,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),400,350,Universal OnePlus family,1-3 months,45 mins,Dharampeth Hub
OnePlus,OnePlus 11R,Motherboard,Logic Board Repair,Premium (OEM),10000,2000,,12 months,1-2 days,Rahul Bazar
OnePlus,OnePlus 11R,Motherboard,Logic Board Repair,Standard (HQ),5500,2000,,6 months,1-2 days,Telipura Market
OnePlus,OnePlus 11R,Motherboard,Logic Board Repair,Compatible (Budget),3000,2000,,1-3 months,1-2 days,Telipura Market
OnePlus,OnePlus 11R,Buttons/Flex,Power/Volume Flex,Premium (OEM),1250,350,,12 months,1 hour,Rahul Bazar
OnePlus,OnePlus 11R,Buttons/Flex,Power/Volume Flex,Standard (HQ),700,350,,6 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 11R,Buttons/Flex,Power/Volume Flex,Compatible (Budget),400,350,Universal OnePlus family,1-3 months,1 hour,Telipura Market
OnePlus,OnePlus 11R,Water damage,Water Damage Service,Premium (OEM),2500,1000,,Testing Only,5-6 hours,Dharampeth Hub
OnePlus,OnePlus 11R,Water damage,Water Damage Service,Standard (HQ),1400,1000,,Testing Only,5-6 hours,Rahul Bazar
OnePlus,OnePlus 11R,Water damage,Water Damage Service,Compatible (Budget),750,1000,,,5-6 hours,Telipura Market
OnePlus,OnePlus 10R,Screen,Display Assembly,Premium (OEM),8800,800,,12 months,1-2 hours,Telipura Market
OnePlus,OnePlus 10R,Screen,Display Assembly,Standard (HQ),4850,800,,6 months,1-2 hours,Rahul Bazar
OnePlus,OnePlus 10R,Screen,Display Assembly,Compatible (Budget),2650,800,,1 month,1-2 hours,Telipura Market
OnePlus,OnePlus 10R,Battery,Li-ion Battery,Premium (OEM),2650,400,,12 months,45 mins,Rahul Bazar
OnePlus,OnePlus 10R,Battery,Li-ion Battery,Standard (HQ),1450,400,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus 10R,Battery,Li-ion Battery,Compatible (Budget),800,400,,1-3 months,45 mins,Rahul Bazar
OnePlus,OnePlus 10R,Charging port,USB/Charging Sub-board,Premium (OEM),1300,400,,12 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 10R,Charging port,USB/Charging Sub-board,Standard (HQ),750,400,,6 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 10R,Charging port,USB/Charging Sub-board,Compatible (Budget),400,400,Universal OnePlus family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 10R,Back Glass,Rear Panel,Premium (OEM),2200,500,,12 months,2-3 hours,Dharampeth Hub
OnePlus,OnePlus 10R,Back Glass,Rear Panel,Standard (HQ),1200,500,,6 months,2-3 hours,Telipura Market
OnePlus,OnePlus 10R,Back Glass,Rear Panel,Compatible (Budget),650,500,,,2-3 hours,Telipura Market
OnePlus,OnePlus 10R,Camera,Camera Module,Premium (OEM),5300,500,,12 months,1-2 hours,Rahul Bazar
OnePlus,OnePlus 10R,Camera,Camera Module,Standard (HQ),2900,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 10R,Camera,Camera Module,Compatible (Budget),1600,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 10R,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),900,350,,12 months,45 mins,Rahul Bazar
OnePlus,OnePlus 10R,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),500,350,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus 10R,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),250,350,Universal OnePlus family,1-3 months,45 mins,Telipura Market
OnePlus,OnePlus 10R,Motherboard,Logic Board Repair,Premium (OEM),7050,2000,,12 months,1-2 days,Telipura Market
OnePlus,OnePlus 10R,Motherboard,Logic Board Repair,Standard (HQ),3850,2000,,6 months,1-2 days,Dharampeth Hub
OnePlus,OnePlus 10R,Motherboard,Logic Board Repair,Compatible (Budget),2100,2000,,1-3 months,1-2 days,Rahul Bazar
OnePlus,OnePlus 10R,Buttons/Flex,Power/Volume Flex,Premium (OEM),900,350,,12 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 10R,Buttons/Flex,Power/Volume Flex,Standard (HQ),500,350,,6 months,1 hour,Telipura Market
OnePlus,OnePlus 10R,Buttons/Flex,Power/Volume Flex,Compatible (Budget),250,350,Universal OnePlus family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 10R,Water damage,Water Damage Service,Premium (OEM),1750,1000,,Testing Only,5-6 hours,Telipura Market
OnePlus,OnePlus 10R,Water damage,Water Damage Service,Standard (HQ),950,1000,,Testing Only,5-6 hours,Dharampeth Hub
OnePlus,OnePlus 10R,Water damage,Water Damage Service,Compatible (Budget),550,1000,,,5-6 hours,Rahul Bazar
OnePlus,OnePlus Nord CE3,Screen,Display Assembly,Premium (OEM),6800,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Screen,Display Assembly,Standard (HQ),3750,800,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Screen,Display Assembly,Compatible (Budget),2050,800,,1 month,1-2 hours,Rahul Bazar
OnePlus,OnePlus Nord CE3,Battery,Li-ion Battery,Premium (OEM),2050,400,,12 months,45 mins,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Battery,Li-ion Battery,Standard (HQ),1100,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Battery,Li-ion Battery,Compatible (Budget),600,400,,1-3 months,45 mins,Telipura Market
OnePlus,OnePlus Nord CE3,Charging port,USB/Charging Sub-board,Premium (OEM),1000,400,,12 months,1 hour,Telipura Market
OnePlus,OnePlus Nord CE3,Charging port,USB/Charging Sub-board,Standard (HQ),550,400,,6 months,1 hour,Telipura Market
OnePlus,OnePlus Nord CE3,Charging port,USB/Charging Sub-board,Compatible (Budget),300,400,Universal OnePlus family,1-3 months,1 hour,Rahul Bazar
OnePlus,OnePlus Nord CE3,Back Glass,Rear Panel,Premium (OEM),1700,500,,12 months,2-3 hours,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Back Glass,Rear Panel,Standard (HQ),950,500,,6 months,2-3 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Back Glass,Rear Panel,Compatible (Budget),500,500,,,2-3 hours,Rahul Bazar
OnePlus,OnePlus Nord CE3,Camera,Camera Module,Premium (OEM),4100,500,,12 months,1-2 hours,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Camera,Camera Module,Standard (HQ),2250,500,,6 months,1-2 hours,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Camera,Camera Module,Compatible (Budget),1200,500,,1-3 months,1-2 hours,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),700,350,,12 months,45 mins,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),350,350,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus Nord CE3,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),200,350,Universal OnePlus family,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Motherboard,Logic Board Repair,Premium (OEM),5450,2000,,12 months,1-2 days,Telipura Market
OnePlus,OnePlus Nord CE3,Motherboard,Logic Board Repair,Standard (HQ),3000,2000,,6 months,1-2 days,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Motherboard,Logic Board Repair,Compatible (Budget),1650,2000,,1-3 months,1-2 days,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Buttons/Flex,Power/Volume Flex,Premium (OEM),700,350,,12 months,1 hour,Telipura Market
OnePlus,OnePlus Nord CE3,Buttons/Flex,Power/Volume Flex,Standard (HQ),350,350,,6 months,1 hour,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Buttons/Flex,Power/Volume Flex,Compatible (Budget),200,350,Universal OnePlus family,1-3 months,1 hour,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Water damage,Water Damage Service,Premium (OEM),1350,1000,,Testing Only,5-6 hours,Dharampeth Hub
OnePlus,OnePlus Nord CE3,Water damage,Water Damage Service,Standard (HQ),750,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord CE3,Water damage,Water Damage Service,Compatible (Budget),400,1000,,,5-6 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Screen,Display Assembly,Premium (OEM),6200,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Screen,Display Assembly,Standard (HQ),3400,800,,6 months,1-2 hours,Rahul Bazar
OnePlus,OnePlus Nord 2,Screen,Display Assembly,Compatible (Budget),1850,800,,1 month,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Battery,Li-ion Battery,Premium (OEM),1850,400,,12 months,45 mins,Dharampeth Hub
OnePlus,OnePlus Nord 2,Battery,Li-ion Battery,Standard (HQ),1000,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Battery,Li-ion Battery,Compatible (Budget),550,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Charging port,USB/Charging Sub-board,Premium (OEM),950,400,,12 months,1 hour,Telipura Market
OnePlus,OnePlus Nord 2,Charging port,USB/Charging Sub-board,Standard (HQ),500,400,,6 months,1 hour,Telipura Market
OnePlus,OnePlus Nord 2,Charging port,USB/Charging Sub-board,Compatible (Budget),300,400,Universal OnePlus family,1-3 months,1 hour,Telipura Market
OnePlus,OnePlus Nord 2,Back Glass,Rear Panel,Premium (OEM),1550,500,,12 months,2-3 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Back Glass,Rear Panel,Standard (HQ),850,500,,6 months,2-3 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Back Glass,Rear Panel,Compatible (Budget),450,500,,,2-3 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Camera,Camera Module,Premium (OEM),3700,500,,12 months,1-2 hours,Rahul Bazar
OnePlus,OnePlus Nord 2,Camera,Camera Module,Standard (HQ),2050,500,,6 months,1-2 hours,Dharampeth Hub
OnePlus,OnePlus Nord 2,Camera,Camera Module,Compatible (Budget),1100,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),600,350,,12 months,45 mins,Dharampeth Hub
OnePlus,OnePlus Nord 2,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),350,350,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus Nord 2,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),200,350,Universal OnePlus family,1-3 months,45 mins,Rahul Bazar
OnePlus,OnePlus Nord 2,Motherboard,Logic Board Repair,Premium (OEM),4950,2000,,12 months,1-2 days,Rahul Bazar
OnePlus,OnePlus Nord 2,Motherboard,Logic Board Repair,Standard (HQ),2750,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Motherboard,Logic Board Repair,Compatible (Budget),1500,2000,,1-3 months,1-2 days,Dharampeth Hub
OnePlus,OnePlus Nord 2,Buttons/Flex,Power/Volume Flex,Premium (OEM),600,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Buttons/Flex,Power/Volume Flex,Standard (HQ),350,350,,6 months,1 hour,Rahul Bazar
OnePlus,OnePlus Nord 2,Buttons/Flex,Power/Volume Flex,Compatible (Budget),200,350,Universal OnePlus family,1-3 months,1 hour,Dharampeth Hub
OnePlus,OnePlus Nord 2,Water damage,Water Damage Service,Premium (OEM),1250,1000,,Testing Only,5-6 hours,Telipura Market
OnePlus,OnePlus Nord 2,Water damage,Water Damage Service,Standard (HQ),700,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus Nord 2,Water damage,Water Damage Service,Compatible (Budget),350,1000,,,5-6 hours,Telipura Market
OnePlus,OnePlus 9 Pro,Screen,Display Assembly,Premium (OEM),14000,800,,12 months,1-2 hours,Telipura Market
OnePlus,OnePlus 9 Pro,Screen,Display Assembly,Standard (HQ),7700,800,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Screen,Display Assembly,Compatible (Budget),4200,800,,1 month,1-2 hours,Rahul Bazar
OnePlus,OnePlus 9 Pro,Battery,Li-ion Battery,Premium (OEM),4200,400,,12 months,45 mins,Dharampeth Hub
OnePlus,OnePlus 9 Pro,Battery,Li-ion Battery,Standard (HQ),2300,400,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus 9 Pro,Battery,Li-ion Battery,Compatible (Budget),1250,400,,1-3 months,45 mins,Telipura Market
OnePlus,OnePlus 9 Pro,Charging port,USB/Charging Sub-board,Premium (OEM),2100,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Charging port,USB/Charging Sub-board,Standard (HQ),1150,400,,6 months,1 hour,Telipura Market
OnePlus,OnePlus 9 Pro,Charging port,USB/Charging Sub-board,Compatible (Budget),650,400,Universal OnePlus family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Back Glass,Rear Panel,Premium (OEM),3500,500,,12 months,2-3 hours,Dharampeth Hub
OnePlus,OnePlus 9 Pro,Back Glass,Rear Panel,Standard (HQ),1950,500,,6 months,2-3 hours,Rahul Bazar
OnePlus,OnePlus 9 Pro,Back Glass,Rear Panel,Compatible (Budget),1050,500,,,2-3 hours,Dharampeth Hub
OnePlus,OnePlus 9 Pro,Camera,Camera Module,Premium (OEM),8400,500,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Camera,Camera Module,Standard (HQ),4600,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Camera,Camera Module,Compatible (Budget),2500,500,,1-3 months,1-2 hours,Rahul Bazar
OnePlus,OnePlus 9 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),1400,350,,12 months,45 mins,Telipura Market
OnePlus,OnePlus 9 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),750,350,,6 months,45 mins,Rahul Bazar
OnePlus,OnePlus 9 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),400,350,Universal OnePlus family,1-3 months,45 mins,Telipura Market
OnePlus,OnePlus 9 Pro,Motherboard,Logic Board Repair,Premium (OEM),11200,2000,,12 months,1-2 days,Telipura Market
OnePlus,OnePlus 9 Pro,Motherboard,Logic Board Repair,Standard (HQ),6150,2000,,6 months,1-2 days,Dharampeth Hub
OnePlus,OnePlus 9 Pro,Motherboard,Logic Board Repair,Compatible (Budget),3350,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Buttons/Flex,Power/Volume Flex,Premium (OEM),1400,350,,12 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 9 Pro,Buttons/Flex,Power/Volume Flex,Standard (HQ),750,350,,6 months,1 hour,Dharampeth Hub
OnePlus,OnePlus 9 Pro,Buttons/Flex,Power/Volume Flex,Compatible (Budget),400,350,Universal OnePlus family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
OnePlus,OnePlus 9 Pro,Water damage,Water Damage Service,Premium (OEM),2800,1000,,Testing Only,5-6 hours,Rahul Bazar
OnePlus,OnePlus 9 Pro,Water damage,Water Damage Service,Standard (HQ),1550,1000,,Testing Only,5-6 hours,Telipura Market
OnePlus,OnePlus 9 Pro,Water damage,Water Damage Service,Compatible (Budget),850,1000,,,5-6 hours,Telipura Market
